Split,Dialogue ID,Utterance ID,Original Dialogue ID,Original Utterance ID,Start Time,End Time
train,240,6,240,5,1.077125,4.5879375
train,240,6,240,6,0.0,0.604375
train,241,0,241,0,0.06,3.52175
train,241,1,241,0,3.5416875,4.129125
train,241,1,241,1,0.0,0.92425
train,241,2,241,1,0.9441875,1.4845
train,241,3,241,1,1.5044375,3.245375
train,241,4,241,1,3.7255,4.1708125
train,241,4,241,2,0.0,0.2919375
train,241,4,241,3,0.0,0.125125
train,241,4,241,4,0.0,3.0115
train,241,5,241,4,3.0314375,3.8371875
train,241,5,241,5,0.0,1.388625
train,241,6,241,5,1.4085625,1.5431875
train,241,6,241,6,0.0,0.63975
train,241,7,241,6,0.6596875,1.2929375
train,241,7,241,7,0.0,2.867625
train,241,8,241,8,0.0,1.802625
train,241,8,241,8,2.803,4.5639375
train,241,9,241,9,0.1025,2.9195625
train,241,9,241,10,0.0,1.90525
train,241,10,241,10,1.92525,3.105875
train,241,11,241,11,0.0665625,3.688375
train,241,12,241,11,3.7083125,5.5471875
train,241,12,241,12,0.0,0.2723125
train,241,13,241,12,0.29225,2.23325
train,242,0,242,0,0.02,2.221875
train,242,1,242,1,0.38225,1.56325
train,242,2,242,2,0.0734375,1.8149375
train,242,3,242,3,0.2393125,1.140125
train,242,4,242,4,0.0,7.0333125
train,242,5,242,5,0.1845,1.8859375
train,242,6,242,6,0.1326875,1.8741875
train,242,6,242,6,3.1751875,5.357125
train,243,0,243,0,0.140125,1.481875
train,243,1,243,1,0.05575,4.0006875
train,244,0,244,0,0.12,0.9605
train,244,1,244,0,1.0604375,1.626625
train,244,1,244,1,0.0,3.2949375
train,244,2,244,3,0.0,3.4025625
train,244,3,244,4,0.772875,1.876875
train,244,4,244,5,0.0,2.7110625
train,244,5,244,6,0.0,5.570625
train,245,0,245,1,0.0,0.765
train,245,1,245,1,0.785,8.0914375
train,245,1,245,2,0.0,0.148625
train,245,2,245,2,0.1685625,2.0436875
train,245,3,245,3,0.195625,3.0864375
train,245,4,245,4,0.042875,0.663125
train,245,5,245,5,0.0,4.8738125
train,245,6,245,6,0.2314375,1.7119375
train,245,7,245,6,1.731875,2.0436875
train,245,7,245,7,0.0,5.6723125
train,245,7,245,8,0.0,2.7788125
train,245,8,245,9,0.0,3.8568125
train,245,9,245,10,0.0935,2.9744375
train,245,10,245,10,3.3745,4.4210625
train,245,11,245,11,0.2275625,3.1885625
train,245,12,245,12,0.15475,0.6349375
train,245,13,245,12,0.654875,0.9175625
train,245,13,245,13,0.0,1.626625
train,245,13,245,14,0.0,0.110625
train,245,14,245,14,0.130625,3.67175
train,245,15,245,15,0.1375,0.9778125
train,245,15,245,15,1.1178125,3.0184375
train,245,16,245,16,0.04475,1.4853125
train,246,0,246,0,0.1600625,2.0436875
train,246,1,246,1,0.14725,4.78925
train,246,2,246,2,0.122875,1.9603125
train,246,3,246,3,0.2135,5.7358125
train,246,4,246,4,0.0,1.4725
train,246,5,246,5,0.1125,0.6728125
train,246,6,246,5,0.69275,2.25225
train,246,6,246,6,0.0,2.7724375
train,246,6,246,6,2.8724375,5.2734375
train,246,6,246,6,5.3534375,7.6944375
train,247,0,247,0,0.0,1.3208125
train,247,1,247,1,0.079875,1.9810625
train,247,2,247,1,2.001,2.127125
train,247,2,247,2,0.0,2.271
train,248,0,248,0,0.30025,0.6406875
train,248,1,248,1,0.0,0.5003125
train,248,2,248,3,0.1985625,1.78025
train,248,3,248,4,0.0,2.0436875
train,248,4,248,5,0.128125,4.9633125
train,248,5,248,6,0.063125,2.3855
train,248,6,248,7,0.063375,2.34575
train,249,0,249,0,0.0,2.6809375
train,249,1,249,0,2.700875,2.9195625
train,249,1,249,1,0.0,4.21575
train,249,2,249,2,0.0,4.7978125
train,249,3,249,3,0.0,2.2939375
train,249,4,249,4,0.0465,4.9633125
train,249,4,249,5,0.0,0.5184375
train,249,5,249,5,0.538375,2.5591875
train,249,6,249,6,0.0,3.217375
train,249,7,249,6,3.2373125,3.5869375
train,249,7,249,7,0.0,2.2443125
train,249,8,249,8,0.0,3.9205625
train,249,9,249,9,0.0,0.7029375
train,249,10,249,10,0.537,1.8351875
train,249,11,249,11,0.34375,2.6645625
train,249,12,249,13,0.0,0.77175
train,250,0,250,0,0.500125,7.2623125
train,250,1,250,0,7.3423125,8.1748125
train,250,1,250,1,0.0,0.8014375
train,250,2,250,2,0.0,1.7240625
train,250,3,250,3,0.1369375,1.5015
train,250,3,250,4,0.0,1.496375
train,250,4,250,4,1.516375,3.5770625
train,250,5,250,5,0.0,0.4098125
train,250,6,250,5,0.6098125,1.1500625
train,251,0,251,0,0.0,3.644125
train,251,0,251,0,3.924375,6.0068125
train,251,1,251,1,0.0,1.8883125
train,251,2,251,1,1.9083125,2.75225
train,251,2,251,2,0.0,0.963
train,251,2,251,3,0.0,0.5156875
train,251,3,251,3,0.5356875,0.9593125
train,251,4,251,4,0.0176875,0.4381875
train,251,5,251,4,0.4581875,0.75075
train,251,5,251,5,0.0,4.1708125
train,251,5,251,6,0.0,0.3185625
train,251,6,251,6,0.3385625,1.4198125
train,252,0,252,0,0.0,1.7100625
train,252,1,252,1,0.2035625,5.6723125
train,252,2,252,2,0.30225,2.627625
train,252,3,252,3,0.425125,0.96525
train,252,4,252,4,0.36875,2.002
train,252,4,252,5,0.0,0.2171875
train,252,5,252,5,0.237125,2.0854375
train,252,6,252,6,0.9054375,2.7058125
train,252,7,252,7,0.162625,2.4608125
train,252,8,252,8,0.0359375,2.9965
train,252,9,252,9,0.1418125,2.627625
train,252,10,252,10,0.1846875,2.7944375
train,252,11,252,13,0.24075,1.6610625
train,252,12,252,14,0.0771875,2.7576875
train,252,13,252,15,0.0,3.257625
train,252,14,252,16,0.2349375,1.2951875
train,252,15,252,17,0.232875,5.773875
train,252,16,252,18,0.1771875,1.7975
train,252,17,252,18,1.8174375,3.128125
train,252,17,252,19,0.0,5.164
train,253,0,253,0,0.04,1.7204375
train,253,0,253,0,1.9804375,5.4813125
train,253,1,253,1,0.010625,2.011125
train,253,2,253,2,0.0140625,0.79425
train,253,3,253,2,0.87425,1.001
train,253,3,253,3,0.0,1.2546875
train,253,4,253,4,0.21475,1.2929375
train,253,5,253,5,0.0745,3.9154375
train,253,6,253,6,0.28625,1.3065
train,253,7,253,6,1.3265,1.4598125
train,253,7,253,7,0.0,1.294875
train,253,8,253,8,0.0,2.2786875
train,253,9,253,8,2.6986875,4.2959375
train,253,9,253,9,0.0,3.3971875
train,253,10,253,10,0.102625,1.3429375
train,253,10,253,10,1.6029375,4.90375
train,253,11,253,11,0.0,2.0939375
train,254,0,254,0,0.02,1.0205625
train,254,0,254,0,1.1005,2.377375
train,254,1,254,1,0.114,1.795875
train,254,1,254,2,0.0,0.699375
train,254,2,254,2,0.7193125,1.7100625
train,254,3,254,3,0.0,0.0834375
train,254,3,254,4,0.0,0.5466875
train,254,4,254,4,0.566625,1.0469375
train,254,5,254,5,0.1269375,1.0674375
train,254,6,254,6,0.1681875,0.7924375
train,254,7,254,7,0.0556875,0.97625
train,254,8,254,8,0.3370625,1.1975
train,254,9,254,8,1.6176875,1.7100625
train,254,9,254,9,0.0,1.9665
train,255,0,255,0,0.14,6.0808125
train,255,1,255,1,0.109,1.44925
train,255,2,255,2,0.102,3.3366875
train,255,3,255,3,0.0,1.4993125
train,255,4,255,3,1.51925,2.6693125
train,255,4,255,4,0.0,3.483625
train,255,4,255,4,4.76375,4.9215625
train,255,4,255,5,0.0,1.162375
train,255,5,255,5,1.1823125,3.0864375
train,255,5,255,6,0.0,0.2789375
train,255,6,255,6,0.298875,1.0426875
train,255,7,255,7,0.177,1.0426875
train,255,8,255,8,0.1045,0.744625
train,255,9,255,9,0.100625,0.8208125
train,255,10,255,10,0.0689375,1.269125
train,255,11,255,11,0.064125,2.5245
train,255,12,255,11,2.5644375,3.4200625
train,255,12,255,12,0.0,1.01475
train,255,13,255,12,1.51475,1.9185625
train,255,13,255,13,0.0,4.450125
train,255,14,255,14,0.1449375,1.2451875
train,255,15,255,15,0.16475,0.744875
train,256,0,256,0,0.08,2.5804375
train,256,0,256,0,3.3405,5.5471875
train,256,1,256,1,0.08675,2.8271875
train,256,2,256,2,0.036375,1.0165625
train,256,2,256,2,3.9769375,6.7974375
train,256,3,256,3,0.0119375,3.9525625
train,256,4,256,3,3.9725,4.3376875
train,256,4,256,4,0.0,1.908375
train,256,5,256,5,0.0,3.9519375
train,256,6,256,6,0.0,3.433375
train,256,7,256,7,0.0,5.2505
train,256,8,256,8,0.0,2.377375
train,256,9,256,9,0.00175,1.262
train,256,10,256,9,1.2819375,1.5015
train,256,10,256,10,0.0,1.9695
train,256,11,256,11,0.1223125,1.3346875
train,256,11,256,12,0.0,0.1335
train,256,12,256,12,0.2934375,0.625625
train,256,12,256,13,0.0,0.3746875
train,256,13,256,13,0.474625,0.75075
train,256,13,256,14,0.0,0.4286875
train,256,14,256,15,0.0,0.9158125
train,256,15,256,15,1.1958125,1.956
train,257,0,257,0,1.5808125,3.1616875
train,257,0,257,0,4.5823125,6.26325
train,257,1,257,1,0.028125,2.627625
train,257,1,257,2,0.0,0.1863125
train,257,2,257,2,0.20625,1.376375
train,257,2,257,3,0.0,0.125125
train,257,3,257,4,0.04875,0.4490625
train,257,4,257,4,0.6290625,1.86975
train,257,5,257,4,1.88975,3.050375
train,257,6,257,6,0.0,0.923125
train,258,0,258,0,0.0,1.3404375
train,258,1,258,1,0.8110625,2.5025
train,258,2,258,3,0.0,1.821625
train,258,3,258,3,2.3616875,3.25325
train,258,3,258,4,0.0,1.929375
train,258,4,258,4,1.9493125,3.628625
train,258,4,258,5,0.0,0.8345
train,258,4,258,5,0.9144375,2.1949375
train,258,5,258,5,5.3958125,13.0581875
train,258,6,258,6,0.0,1.9254375
train,259,0,259,0,0.080125,3.4200625
train,259,1,259,1,0.0,2.75275
train,259,2,259,2,0.0,1.9643125
train,259,3,259,3,0.104875,1.387375
train,260,0,260,0,0.0,1.0603125
train,260,1,260,1,0.0761875,2.4608125
train,260,2,260,2,0.0,0.30225
train,260,3,260,2,0.3221875,2.5859375
train,260,3,260,3,0.0,0.0834375
train,260,4,260,4,0.038,2.878875
train,260,5,260,4,2.8988125,3.378375
train,260,5,260,5,0.0,1.17425
train,260,6,260,7,0.0,1.8619375
train,260,7,260,7,3.3423125,5.5230625
train,260,8,260,8,0.0,0.78775
train,260,9,260,9,0.0,5.5889375
train,260,10,260,10,0.206375,3.10725
train,260,11,260,11,0.22725,1.82775
train,261,0,261,0,0.0,1.4598125
train,261,1,261,1,0.0,1.134625
train,261,2,261,1,1.514625,2.0436875
train,261,2,261,2,0.0,1.876875
train,261,2,261,3,0.0,0.1014375
train,261,3,261,3,0.181375,1.40175
train,261,4,261,4,0.3506875,5.292
train,261,5,261,5,0.0816875,1.062
train,261,5,261,5,2.14225,3.6026875
train,261,6,261,6,0.0,3.7761875
train,261,7,261,7,0.3521875,1.5325
train,261,8,261,7,1.5524375,1.7934375
train,261,8,261,8,0.0,2.5130625
train,262,0,262,0,0.2400625,1.200625
train,262,1,262,1,0.0,1.75175
train,262,2,262,2,0.0,3.0444375
train,262,3,262,2,3.2644375,4.004
train,262,3,262,3,0.0,3.472625
train,262,4,262,3,3.4925625,4.79325
train,262,4,262,3,4.99325,8.555
train,263,0,263,1,0.3199375,3.8613125
train,263,1,263,1,4.0813125,5.0416875
train,263,1,263,2,0.0,1.717125
train,263,2,263,2,2.3973125,3.237625
train,263,3,263,3,0.15925,1.6398125
train,263,4,263,4,0.1015,2.3223125
train,263,5,263,4,2.34225,2.6693125
train,263,5,263,5,0.0,5.005
train,263,6,263,5,8.3861875,10.3436875
train,263,6,263,6,0.0,1.1770625
train,263,6,263,6,1.557125,4.6983125
train,263,7,263,6,6.0186875,8.8598125
train,263,8,263,7,0.0825625,1.2030625
train,264,0,264,0,0.760125,1.0844375
train,264,1,264,1,0.0,1.2493125
train,264,1,264,1,2.8695,4.629875
train,264,2,264,2,0.00775,0.527875
train,264,3,264,3,0.0565,1.2968125
train,264,3,264,3,1.996875,3.7371875
train,264,4,264,3,3.757125,4.0456875
train,264,4,264,4,0.0,2.12525
train,264,5,264,5,0.0,0.55425
train,264,6,264,6,0.0543125,1.674625
train,264,7,264,6,1.814625,2.0854375
train,264,7,264,7,0.0,1.647625
train,264,8,264,8,0.0,4.004
train,264,9,264,9,0.148375,0.6885625
train,264,10,264,9,0.7085,0.8341875
train,264,10,264,10,0.0,1.42325
train,264,11,264,10,1.5031875,1.7934375
train,264,11,264,11,0.0,2.084375
train,264,12,264,12,0.0,1.3346875
train,264,13,264,13,0.106625,3.60725
train,264,14,264,14,0.0,3.2115625
train,264,15,264,15,0.0,4.1319375
train,264,16,264,15,4.852,5.0466875
train,264,16,264,16,0.0,1.4556875
train,264,17,264,17,0.0,0.4883125
train,264,18,264,17,0.58825,2.9613125
train,264,18,264,18,0.0,1.6576875
train,265,0,265,0,0.3203125,3.6703125
train,265,1,265,1,0.0,1.25125
train,265,2,265,2,0.0,1.608125
train,265,2,265,2,2.0885,2.585875
train,265,2,265,3,0.0,1.6048125
train,265,3,265,3,1.8249375,2.7659375
train,265,4,265,4,0.0,5.9009375
train,266,0,266,0,1.424875,4.59575
train,267,0,267,0,0.0,2.8918125
train,268,0,268,1,1.05925,1.3398125
train,268,1,268,1,1.3598125,3.12325
train,269,0,269,0,0.2200625,2.7014375
train,269,1,269,1,0.162,2.9035
train,269,1,269,1,5.264625,9.4068125
train,269,1,269,1,9.4468125,12.20825
train,270,0,270,0,0.04,1.360625
train,270,0,270,0,2.92125,4.742125
train,270,1,270,1,0.1705,2.419125
train,270,1,270,2,0.0,1.313
train,270,2,270,2,1.413,3.0446875
train,270,3,270,3,0.0,1.4598125
train,271,0,271,0,3.182,7.9245625
train,271,1,271,1,0.0,2.0519375
train,271,2,271,1,2.071875,2.3356875
train,271,2,271,2,0.0,2.067875
train,271,3,271,3,0.0,0.4588125
train,271,3,271,4,0.0,0.0960625
train,271,4,271,4,0.116,1.001
train,271,5,271,5,0.1458125,1.0664375
train,271,5,271,5,1.3665625,3.0076875
train,271,6,271,6,1.093625,1.5849375
train,271,7,271,7,0.019125,2.5008125
train,271,8,271,8,0.58875,1.0090625
train,271,9,271,9,0.0,3.201625
train,271,9,271,9,3.4216875,4.5825
train,271,9,271,9,4.922625,6.0634375
train,271,10,271,10,0.1189375,0.8194375
train,272,0,272,0,0.02,6.504
train,272,1,272,1,0.0,2.1531875
train,272,2,272,2,0.0,3.0446875
train,272,2,272,3,0.0,1.2705625
train,272,3,272,3,1.2905625,1.5908125
train,272,4,272,3,1.61075,2.4608125
train,272,4,272,4,0.0,1.245125
train,272,5,272,5,0.406875,2.2939375
train,272,5,272,6,0.0,0.4473125
train,272,6,272,6,0.647375,1.0276875
train,272,7,272,6,1.047625,1.75175
train,272,7,272,7,0.0,1.9603125
train,272,8,272,8,0.1025,2.1638125
train,273,0,273,0,0.0,2.441
train,273,1,273,0,2.4609375,2.5458125
train,273,1,273,1,0.0,0.8755625
train,273,2,273,1,0.8955625,1.0844375
train,273,2,273,2,0.0,0.5365
train,273,3,273,2,0.5564375,0.6673125
train,273,3,273,3,0.0,3.4618125
train,273,3,273,4,0.0,0.3514375
train,273,4,273,4,0.371375,1.2518125
train,273,5,273,5,0.0,1.376375
train,273,6,273,6,0.0,2.862
train,273,7,273,8,0.071875,0.9723125
train,273,8,273,8,0.99225,6.6345625
train,273,9,273,9,0.027875,2.7890625
train,273,9,273,9,2.829,3.169875
train,273,9,273,10,0.0,1.860125
train,273,10,273,10,1.8800625,2.4403125
train,273,11,273,11,0.0958125,0.5560625
train,273,12,273,11,0.576,0.9175625
train,273,13,273,13,0.0,1.770625
train,273,14,273,13,1.7905625,2.627625
train,273,14,273,14,0.0,0.2054375
train,273,15,273,15,0.0468125,2.377375
train,273,16,273,16,0.0,2.765125
train,273,17,273,17,0.112,1.452625
train,273,18,273,17,2.03275,2.2105625
train,273,18,273,18,0.0,1.313
train,274,0,274,0,0.0,5.8228125
train,274,1,274,1,0.02875,0.4588125
train,274,2,274,2,0.0776875,1.378375
train,274,3,274,3,0.3826875,0.8029375
train,274,4,274,3,1.363125,1.9185625
train,274,4,274,4,0.0,2.730375
train,274,4,274,4,2.9104375,5.2315625
train,274,5,274,5,0.0,1.03125
train,274,6,274,6,0.0,1.7100625
train,274,7,274,7,0.0,1.31775
train,274,8,274,8,0.0239375,0.875875
train,274,9,274,9,0.0318125,1.9603125
train,274,10,274,10,0.0,3.0446875
train,274,11,274,11,0.0,1.1151875
train,274,12,274,12,0.0,0.809375
train,275,0,275,0,0.5000625,2.3205625
train,275,1,275,1,0.1468125,5.4280625
train,275,1,275,1,6.2481875,7.5075
train,275,2,275,2,0.061,1.25125
train,275,3,275,3,0.0629375,1.4598125
train,275,4,275,4,0.0,2.637875
train,275,5,275,5,0.503375,3.2115625
train,275,6,275,6,0.0055625,3.7065
train,275,7,275,7,0.0,2.7438125
train,275,8,275,7,2.88375,3.9623125
train,275,8,275,8,0.0,0.7558125
train,275,9,275,8,0.77575,1.1678125
train,275,9,275,9,0.0,3.2115625
train,275,9,275,10,0.0,0.3636875
train,275,10,275,10,0.383625,2.0840625
train,275,11,275,11,0.0,2.4218125
train,275,12,275,12,0.0,4.95125
train,275,13,275,12,4.9711875,5.2135625
train,275,13,275,13,0.0,1.498125
train,275,14,275,14,0.0,1.5686875
train,275,15,275,15,0.0,3.11425
train,275,16,275,15,7.055125,9.0506875
train,275,16,275,16,0.0,0.4250625
train,276,0,276,0,0.220125,2.4218125
train,276,1,276,2,0.2745625,1.655625
train,276,1,276,3,0.0240625,0.5044375
train,276,2,276,3,0.524375,1.9255
train,277,0,277,0,0.3001875,5.8040625
train,277,1,277,1,0.167875,1.6289375
train,277,1,277,1,2.5495,3.690375
train,277,2,277,2,0.2668125,6.381375
train,277,3,277,3,0.3231875,4.5461875
train,277,4,277,4,0.0,2.174875
train,277,5,277,5,0.0,2.2939375
train,277,6,277,6,0.0,1.1861875
train,278,0,278,0,0.4203125,0.9808125
train,278,1,278,1,0.0850625,1.7665
train,278,2,278,2,0.013,1.6944375
train,278,3,278,3,0.02625,4.650125
train,278,4,278,4,0.1546875,2.3356875
train,278,4,278,5,0.0,0.12475
train,278,5,278,5,0.14475,1.1055625
train,278,6,278,6,0.0245,3.6275625
train,278,6,278,6,5.2288125,5.4638125
train,278,6,278,7,0.0,0.2956875
train,278,7,278,7,0.3156875,1.096375
train,278,8,278,8,0.090375,0.931125
train,279,0,279,0,0.02,2.201
train,279,1,279,0,2.2609375,2.8361875
train,279,1,279,1,0.0,3.75675
train,279,2,279,2,0.0,1.7934375
train,279,3,279,3,0.0,2.5025
train,279,4,279,4,0.0,2.8578125
train,279,5,279,5,0.0514375,2.732625
train,279,6,279,6,0.10625,2.4673125
train,279,7,279,7,0.17625,1.8770625
train,279,7,279,7,2.237125,7.5595
train,279,8,279,8,0.1353125,1.4159375
train,279,9,279,9,0.0,1.876875
train,279,9,279,10,0.0,0.1519375
train,279,10,279,10,0.171875,1.0323125
train,279,11,279,10,1.05225,2.1928125
train,279,11,279,11,0.0,5.31775
train,279,12,279,12,0.14125,2.627625
train,279,13,279,13,0.2849375,0.88525
train,279,14,279,14,0.4190625,2.0436875
train,279,14,279,15,0.0,0.20125
train,279,15,279,15,0.2211875,1.34175
train,280,0,280,0,0.0,1.4598125
train,280,1,280,1,0.01775,2.460375
train,280,2,280,2,0.0,1.0726875
train,281,0,281,0,0.2200625,0.720375
train,281,1,281,1,0.0669375,0.60725
train,281,2,281,2,0.17175,5.4220625
train,281,3,281,3,0.0059375,0.4461875
train,281,4,281,4,1.0358125,5.898375
train,281,5,281,5,0.126875,1.2675625
train,281,6,281,6,0.8065,1.647
train,281,6,281,6,2.467375,4.5685
train,281,7,281,7,0.2121875,3.4200625
train,281,8,281,8,0.184,1.0426875
train,281,9,281,9,0.0033125,1.5015
train,281,10,281,10,0.0545,1.715375
train,282,0,282,0,0.0400625,3.705875
train,282,1,282,0,3.725875,5.5055
train,282,1,282,1,0.0,1.8351875
train,282,1,282,2,0.0,0.95375
train,282,2,282,2,0.97375,7.3839375
train,283,0,283,0,0.0,3.1815625
train,283,1,283,1,0.0779375,5.130125
train,283,2,283,2,0.0,2.9846875
train,283,3,283,3,0.2764375,4.379375
train,283,3,283,4,0.0,1.7199375
train,283,4,283,4,1.739875,3.2949375
train,283,5,283,5,0.0,0.3179375
train,283,6,283,5,0.337875,0.5839375
train,283,6,283,6,0.0,0.9623125
train,284,0,284,0,2.9265625,4.5101875
train,284,1,284,1,0.1496875,0.5839375
train,284,2,284,2,0.828375,2.7126875
train,285,0,285,0,0.04,2.0608125
train,285,1,285,0,2.08075,2.7110625
train,285,1,285,1,0.0,3.9205625
train,285,2,285,2,0.0515625,3.25325
train,285,3,285,3,0.249625,0.6098125
train,285,4,285,3,0.6298125,1.0844375
train,285,4,285,4,0.0,2.1396875
train,285,5,285,4,2.55975,4.25425
train,285,5,285,5,0.0,2.1688125
train,285,6,285,6,0.0515625,4.133125
train,285,7,285,7,0.1700625,1.1505
train,285,8,285,8,0.13725,3.878875
train,285,9,285,9,0.189875,1.2503125
train,285,10,285,10,0.0,1.5849375
train,285,11,285,11,0.2169375,1.6775
train,285,12,285,11,1.6975,2.3356875
train,285,12,285,13,0.0,2.0436875
train,285,13,285,14,0.0393125,1.0196875
train,285,14,285,14,1.039625,1.25125
train,285,14,285,15,0.0,0.9175625
train,285,15,285,16,0.2399375,1.6605625
train,286,0,286,0,0.0,1.6405625
train,286,1,286,1,0.002,2.6429375
train,286,2,286,1,2.662875,3.0864375
train,286,2,286,2,0.0,1.5015
train,286,3,286,3,0.0,5.3003125
train,286,3,286,3,6.2205625,7.701125
train,287,0,287,0,0.0,2.3356875
train,287,0,287,1,0.0,1.9695625
train,287,1,287,3,0.001,2.1024375
train,287,2,287,3,2.122375,4.343875
train,287,3,287,3,4.403875,7.9245625
train,287,3,287,2,0.0,1.042375
train,287,4,287,2,1.542625,1.9603125
train,287,4,287,3,0.0,7.9245625
train,287,4,287,4,0.0,1.8740625
train,287,5,287,4,1.8940625,2.127125
train,287,5,287,5,0.0,0.6275625
train,287,6,287,5,0.6475,2.2105625
train,287,6,287,6,0.0,2.5098125
train,287,7,287,6,2.5298125,3.0446875
train,287,7,287,7,0.0,0.2085625
train,287,8,287,8,0.149875,0.790375
train,287,9,287,9,0.0,2.3995625
train,287,10,287,10,0.3634375,1.2929375
train,287,10,287,11,0.0,0.5216875
train,287,11,287,11,1.042,2.0026875
train,287,11,287,11,2.1226875,3.3235625
train,287,12,287,12,0.0,2.3268125
train,287,12,287,12,3.227375,4.728375
train,288,0,288,0,0.12,2.6693125
train,288,1,288,1,0.0,1.001
train,288,2,288,2,0.40375,2.0854375
train,288,3,288,3,0.0,2.75275
train,288,4,288,4,0.1501875,0.6703125
train,288,5,288,4,0.6903125,1.9185625
train,288,5,288,5,0.0,1.42525
train,288,6,288,6,0.1546875,0.754875
train,288,7,288,7,0.1104375,0.770625
train,288,8,288,8,0.6060625,1.1461875
train,288,9,288,8,1.3061875,1.7100625
train,288,9,288,9,0.0,2.25225
train,288,10,288,10,0.0478125,1.008125
train,288,11,288,11,0.0,0.72775
train,288,12,288,12,0.035375,1.376375
train,288,13,288,13,0.109375,6.25625
train,288,14,288,15,0.1041875,0.624375
train,288,15,288,15,0.6443125,3.3449375
train,288,16,288,16,0.0358125,2.196375
train,288,17,288,17,0.12225,3.2949375
train,288,18,288,18,0.0213125,5.25525
train,288,19,288,19,0.0,2.4979375
train,288,20,288,19,2.537875,2.9613125
train,288,20,288,20,0.0,0.5294375
train,290,0,290,0,0.0200625,0.5619375
train,291,0,291,0,0.0,4.8450625
train,291,1,291,0,4.8650625,5.380375
train,292,0,292,0,0.6601875,3.4618125
train,292,1,292,1,0.1293125,6.089375
train,292,1,292,2,0.0,0.541875
train,292,2,292,2,0.9419375,1.5849375
train,292,3,292,3,0.18875,1.1290625
train,292,4,292,3,1.569125,1.7934375
train,292,4,292,4,0.0,1.4294375
train,292,5,292,5,0.2125625,0.992875
train,293,0,293,0,0.0,4.5461875
train,293,0,293,1,0.0,1.636625
train,293,1,293,1,1.6565625,3.357375
train,293,2,293,3,0.0,0.94725
train,293,3,293,3,1.04725,4.1486875
train,293,4,293,4,0.0,2.2811875
train,293,5,293,5,0.0038125,6.5468125
train,293,6,293,6,0.0,1.197125
train,293,7,293,7,0.136,3.93775
train,293,8,293,8,0.0,2.56575
train,293,9,293,9,0.1795625,2.5606875
train,293,10,293,10,0.0,2.5859375
train,293,11,293,11,0.0,1.0606875
train,293,12,293,12,0.280625,1.0610625
train,294,0,294,0,0.0201875,0.8483125
train,294,1,294,0,0.8684375,1.0426875
train,294,1,294,1,0.0,0.5435625
train,295,0,295,0,0.0,1.0603125
train,295,1,295,1,0.0,0.942875
train,295,1,295,1,1.643,2.803375
train,295,2,295,3,0.1163125,0.916625
train,295,3,295,3,1.4366875,7.5075
train,295,4,295,4,0.0,1.8453125
train,295,5,295,5,0.0,0.741875
train,295,6,295,6,0.189,0.7291875
train,295,7,295,6,0.749125,2.2939375
train,295,7,295,7,0.0,1.0496875
train,295,8,295,7,1.069625,1.3346875
train,295,8,295,8,0.0,1.667125
train,295,9,295,8,1.6870625,1.9185625
train,295,9,295,9,0.0,1.8185625
train,295,10,295,10,0.0,2.38775
train,295,11,295,11,0.0268125,2.3356875
train,295,11,295,12,0.0,1.192125
train,295,12,295,13,0.0,0.631125
train,295,13,295,13,0.951125,2.511625
train,295,14,295,14,0.254125,1.1944375
train,295,15,295,14,1.214375,1.3346875
train,295,15,295,15,0.0,0.2085625
train,295,16,295,16,0.0,3.7120625
train,295,17,295,17,0.003,0.5831875
train,295,18,295,17,0.603125,0.7090625
train,295,18,295,18,0.0,0.2426875
train,295,19,295,18,0.262625,0.375375
train,295,19,295,19,0.0,0.426625
train,295,20,295,19,0.4465625,0.5421875
train,295,20,295,20,0.0,0.5120625
train,295,21,295,20,0.572,1.2095625
train,295,21,295,21,0.0,2.4334375
train,296,0,296,0,0.860125,3.4618125
train,296,0,296,1,0.0,1.5431875
train,296,1,296,2,0.0,0.1159375
train,296,2,296,2,0.135875,1.9185625
train,296,2,296,3,0.0,0.1018125
train,296,3,296,3,0.2818125,1.126125
train,296,3,296,4,0.0,0.0834375
train,296,3,296,5,0.0,0.1069375
train,296,4,296,5,0.1269375,0.5070625
train,296,5,296,5,0.527,7.25725
train,296,6,296,6,0.14575,0.7659375
train,296,7,296,6,0.785875,0.875875
train,296,7,296,7,0.0,1.4180625
train,296,7,296,8,0.0,0.781875
train,296,8,296,8,0.9818125,1.582
train,296,9,296,9,0.0,1.903
train,296,9,296,9,3.4431875,7.75775
train,296,10,296,10,0.0,1.8351875
train,296,10,296,11,0.0,0.3144375
train,296,11,296,11,0.334375,1.9946875
train,296,11,296,11,3.374875,4.595125
train,296,12,296,12,0.0,0.550125
train,296,13,296,13,0.1004375,1.2095625
train,296,13,296,14,0.0,0.7613125
train,296,14,296,14,0.78125,3.48175
train,296,15,296,15,0.043125,0.5005
train,296,16,296,16,0.20725,0.8874375
train,296,17,296,17,0.1441875,0.884375
train,296,18,296,18,0.0,2.4608125
train,296,19,296,19,0.247375,0.9475625
train,296,20,296,20,0.0,1.6900625
train,297,0,297,0,0.1000625,3.583875
train,297,1,297,0,3.6038125,3.8371875
train,297,1,297,1,0.0,1.0783125
train,297,1,297,1,2.6399375,6.006
train,297,1,297,2,0.0,1.1690625
train,297,2,297,2,1.1890625,2.2105625
train,297,2,297,3,0.0,0.5005
train,297,3,297,4,0.1304375,0.711125
train,297,4,297,4,0.771125,1.2095625
